"File","Line","Content","MsgText","IsDebug","PrevCtx","NextCtx"
"Client\CTCLClient\BrokerageTemplate.cpp","1997","iAction = MessageBox(""Click Yes To Check All Rules, Click No To Uncheck All Rules, Click Cancel To Return..."", ""Brokerage Template"", MB_YESNOCANCEL);","Click Yes To Check All Rules, Click No To Uncheck All Rules, Click Cancel To Return...","False","int iAction = 0;",""
"Client\CTCLClient\BrokerageTemplate.cpp","2029","MessageBox(""Exception in OnDblClickVsflexMappedRetail"",""BrokerageTemplate"");","Exception in OnDblClickVsflexMappedRetail","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BrokerageTemplate.cpp","2052","MessageBox(""Exception in OnChangeEdtBrokerageBuy"",""BrokerageTemplate"");","Exception in OnChangeEdtBrokerageBuy","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BrokerageTemplate.cpp","2073","MessageBox(""Exception in OnChangeEdtBrokerageSell"",""BrokerageTemplate"");","Exception in OnChangeEdtBrokerageSell","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BrokerageTemplate.cpp","2299","MessageBox(""File uploaded successfully, please reopen window.."", ""Brokerage Template Mapper"");","File uploaded successfully, please reopen window..","False","if (iInvalidCnt <= 0)","else"
"Client\CTCLClient\BrokerageTemplate.cpp","2301","MessageBox(""Some records not uploaded due to invalid information, please reopen window.. "", ""Brokerage Template Mapper"");","Some records not uploaded due to invalid information, please reopen window.. ","False","else","OnClose();"
"Client\CTCLClient\BrokerageTemplate.cpp","2310","AfxMessageBox(""Exception In CFOBannedPositionWise::OnButtonLoad()"");","Exception In CFOBannedPositionWise::OnButtonLoad()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","344","AfxMessageBox(""Exception In CArbitrageConverse::OnInitialUpdate"");","Exception In CArbitrageConverse::OnInitialUpdate","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","633","AfxMessageBox(""Exception In CArbitrageConverse::OnCtlColor"");","Exception In CArbitrageConverse::OnCtlColor","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","696","AfxMessageBox(""Exception In CArbitrageConverse::Refresh"");","Exception In CArbitrageConverse::Refresh","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","1209","AfxMessageBox(""Exception In CArbitrageConverse::OnSelchangeMarketType"");","Exception In CArbitrageConverse::OnSelchangeMarketType","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","1291","AfxMessageBox(""Exception In CArbitrageConverse::PopupMenu"");","Exception In CArbitrageConverse::PopupMenu","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","1337","AfxMessageBox(""Exception In CArbitrageConverse::OnContextMenu"");","Exception In CArbitrageConverse::OnContextMenu","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","1797","AfxMessageBox(""Exception In CArbitrageConverse::PreTranslateMessage"");","Exception In CArbitrageConverse::PreTranslateMessage","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","1865","AfxMessageBox(""Exception In CArbitrageConverse::SetEquityRecord"");","Exception In CArbitrageConverse::SetEquityRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2063","AfxMessageBox(""Exception In CArbitrageConverse::SetFORecord"");","Exception In CArbitrageConverse::SetFORecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2100","AfxMessageBox(""Exception In CArbitrageConverse::ClearFields"");","Exception In CArbitrageConverse::ClearFields","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2143","AfxMessageBox(""Exception In CArbitrageConverse::DeactivateWindow"");","Exception In CArbitrageConverse::DeactivateWindow","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2192","AfxMessageBox(""Exception In CArbitrageConverse::ActivateWindow"");","Exception In CArbitrageConverse::ActivateWindow","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2278","AfxMessageBox(""Exception In CArbitrageConverse::Increment"");","Exception In CArbitrageConverse::Increment","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2339","AfxMessageBox(""Exception In CArbitrageConverse::Decrement"");","Exception In CArbitrageConverse::Decrement","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2417","AfxMessageBox(""Exception In CArbitrageConverse::OnBuySellColor"");","Exception In CArbitrageConverse::OnBuySellColor","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2589","AfxMessageBox(""Exception In CArbitrageConverse::InitialSettings"");","Exception In CArbitrageConverse::InitialSettings","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2620","AfxMessageBox(""Exception In CArbitrageConverse::OnSelchangeExchange"");","Exception In CArbitrageConverse::OnSelchangeExchange","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2653","AfxMessageBox(""Exception In CArbitrageConverse::OnKillfocusCode"");","Exception In CArbitrageConverse::OnKillfocusCode","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2710","AfxMessageBox(""Exception In CArbitrageConverse::OnKillfocusSymbol"");","Exception In CArbitrageConverse::OnKillfocusSymbol","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2734","AfxMessageBox(""Exception In CArbitrageConverse::OnChangeInSymbol"");","Exception In CArbitrageConverse::OnChangeInSymbol","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2766","AfxMessageBox(""Exception In CArbitrageConverse::OnKillfocusSeries"");","Exception In CArbitrageConverse::OnKillfocusSeries","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2799","AfxMessageBox(""Exception In CArbitrageConverse::OnKillfocusInstName"");","Exception In CArbitrageConverse::OnKillfocusInstName","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2829","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusCode"");","Exception In CArbitrageConverse::OnSetfocusCode","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2859","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusSymbol"");","Exception In CArbitrageConverse::OnSetfocusSymbol","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2889","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusSeries"");","Exception In CArbitrageConverse::OnSetfocusSeries","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2919","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusInstName"");","Exception In CArbitrageConverse::OnSetfocusInstName","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2951","AfxMessageBox(""Exception In CArbitrageConverse::OnSelchangeExpiry"");","Exception In CArbitrageConverse::OnSelchangeExpiry","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","2980","AfxMessageBox(""Exception In CArbitrageConverse::OnSelchangeStrike"");","Exception In CArbitrageConverse::OnSelchangeStrike","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","3010","AfxMessageBox(""Exception In CArbitrageConverse::OnSelchangeOptType"");","Exception In CArbitrageConverse::OnSelchangeOptType","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","3040","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusTotalQty"");","Exception In CArbitrageConverse::OnSetfocusTotalQty","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","3070","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusPrice"");","Exception In CArbitrageConverse::OnSetfocusPrice","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","3101","AfxMessageBox(""Exception In CArbitrageConverse::OnSetfocusDisQty"");","Exception In CArbitrageConverse::OnSetfocusDisQty","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","4755","AfxMessageBox(""Exception In CArbitrageConverse::UpdateStatusBarText"");","Exception In CArbitrageConverse::UpdateStatusBarText","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5062","AfxMessageBox(""Exception In CArbitrageConverse::StoreSymbolForMarketChange"");","Exception In CArbitrageConverse::StoreSymbolForMarketChange","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5159","AfxMessageBox(""Exception In CArbitrageConverse::FillArbitrageWindow"");","Exception In CArbitrageConverse::FillArbitrageWindow","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5319","AfxMessageBox(""Exception In CArbitrageConverse::FillNSERecord"");","Exception In CArbitrageConverse::FillNSERecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5413","AfxMessageBox(""Exception In CArbitrageConverse::FillBSERecord"");","Exception In CArbitrageConverse::FillBSERecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5496","AfxMessageBox(""Exception In CArbitrageConverse::FillMCXRecord"");","Exception In CArbitrageConverse::FillMCXRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5552","AfxMessageBox(""Exception In CArbitrageConverse::ReadArbitrageConverse"");","Exception In CArbitrageConverse::ReadArbitrageConverse","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5647","MessageBox(""Trigger Price is Mandatory in Stop Loss Order(SL)"",""Order Submission"",MB_OK|MB_ICONINFORMATION);","Trigger Price is Mandatory in Stop Loss Order(SL)","False","{","m_TrigPrice.SetFocus();"
"Client\CTCLClient\ArbitrageConverse.cpp","5654","MessageBox(""Buy Trigger Price Less than Or Equal to Price"",""Order Submission"",MB_OK|MB_ICONINFORMATION);","Buy Trigger Price Less than Or Equal to Price","False","{","m_TrigPrice.SetFocus();"
"Client\CTCLClient\ArbitrageConverse.cpp","5661","MessageBox(""Sell Trigger Price Greater than Or Equal to Price"",""Order Submission"",MB_OK|MB_ICONINFORMATION);","Sell Trigger Price Greater than Or Equal to Price","False","{","m_TrigPrice.SetFocus();"
"Client\CTCLClient\ArbitrageConverse.cpp","5687","if (!(MessageBox(cMessage, ""Order Submission"", MB_YESNO | MB_ICONQUESTION) % 7))","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""%ld Quantity Greater than Max Single Order Quantity %ld\nDo You Still Want to Proceed ?"", lTotalQty, lSingleOrderQty);","{"
"Client\CTCLClient\ArbitrageConverse.cpp","5712","if (!(MessageBox(cMessage, ""Order Submission"", MB_YESNO | MB_ICONQUESTION) % 7))","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""%0.2f Order Value Greater than Max Single Order Value %0.2f\nDo You Still Want to Proceed ?"", (lTotalQty * dPrice), dSingelOrderValue);","{"
"Client\CTCLClient\ArbitrageConverse.cpp","5738","AfxMessageBox(""Exception In CArbitrageConverse::CheckEntriesOnSubmission"");","Exception In CArbitrageConverse::CheckEntriesOnSubmission","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5768","AfxMessageBox(""Exception In CArbitrageConverse::RoundOffPrice"");","Exception In CArbitrageConverse::RoundOffPrice","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5829","AfxMessageBox(""Exception In CArbitrageConverse::OnClear"");","Exception In CArbitrageConverse::OnClear","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5873","AfxMessageBox(""Exception In CArbitrageConverse::InsertRecordValues"");","Exception In CArbitrageConverse::InsertRecordValues","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","5982","MessageBox(""Exception in FixValuesForModification"", ""ArbitrageConverse"");","Exception in FixValuesForModification","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6029","MessageBox(""Exception in DeActivateWindowFunctionsAndOperations"", ""ArbitrageConverse"");","Exception in DeActivateWindowFunctionsAndOperations","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6075","MessageBox(""Exception in ActivateWindowFunctionsAndOperations"", ""ArbitrageConverse"");","Exception in ActivateWindowFunctionsAndOperations","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6099","MessageBox(""Exception in OnSubmitClick"", ""ArbitrageConverse"");","Exception in OnSubmitClick","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6146","AfxMessageBox(""Exception In ArbitrageConverse::OnPendingOrder"");","Exception In ArbitrageConverse::OnPendingOrder","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6185","AfxMessageBox(""Exception In ArbitrageConverse::OnTrades"");","Exception In ArbitrageConverse::OnTrades","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6232","AfxMessageBox(""Exception In OnMarketPictureByPrice::OnPendingOrder"");","Exception In OnMarketPictureByPrice::OnPendingOrder","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6279","AfxMessageBox(""Exception In ArbitrageConverse::OnMarketPictureyOrder"");","Exception In ArbitrageConverse::OnMarketPictureyOrder","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6447","AfxMessageBox(""Exception In ArbitrageConverse::EnterTokenRecord"");","Exception In ArbitrageConverse::EnterTokenRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6480","AfxMessageBox(""Exception In CArbitrageConverse::OnChangeInSymbol"");","Exception In CArbitrageConverse::OnChangeInSymbol","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6500","AfxMessageBox(""Exception In CArbitrageConverse::SetQtyOnOrderSubmit"");","Exception In CArbitrageConverse::SetQtyOnOrderSubmit","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6573","AfxMessageBox(""Exception In CArbitrageConverse::FillMCXRecord"");","Exception In CArbitrageConverse::FillMCXRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6708","AfxMessageBox(""Exception In CArbitrageConverse::FillBSECDRecord"");","Exception In CArbitrageConverse::FillBSECDRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageConverse.cpp","6807","AfxMessageBox(""Exception In CArbitrageConverse::FillBSECOMRecord"");","Exception In CArbitrageConverse::FillBSECOMRecord","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\AveragePriceUnit.cpp","92","AfxMessageBox(""AVP destroy"");","AVP destroy","False","try {","CSingleLock sync(&csMap);"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","443","AfxMessageBox(""Delete Existing Records To Add New Records...!"");","Delete Existing Records To Add New Records...!","False","{","}"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","447","AfxMessageBox(""Can Not Insert Duplicate Record, Setting Already Exist...!"");","Can Not Insert Duplicate Record, Setting Already Exist...!","False","{","}"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","470","MessageBox(cMessage, ""Arbitrage Surveillance"", MB_OK);","[Dynamic variable: cMessage]","False","sprintf_s(cMessage, ""Please Stop All Arbitrage Of Client ID %s Or Set Default Arbitrage Surveillance Setting For All Arbitrage"", cGreekClientID);",""
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","650","if (MessageBox(""Do You Want to Add Arbitrage Surveillance for All User In All Arbitrage"", ""Arbitrage Surveillance"", MB_YESNO) != 6)","Do You Want to Add Arbitrage Surveillance for All User In All Arbitrage","False","{","{"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","748","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnCmdadd()"");","Exception In CArbitrageSurveillanceSetting::OnCmdadd()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","831","AfxMessageBox(""Setting Does Not Exist, Please Search To View The Record"");","Setting Does Not Exist, Please Search To View The Record","False","OnCmdsearch();","pInMemArbitrageSurveillance->CloseCursor();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","917","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnCmdmodify()"");","Exception In CArbitrageSurveillanceSetting::OnCmdmodify()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1127","MessageBox(cMessage, ""Arbitrage Surveillance"", MB_OK);","[Dynamic variable: cMessage]","False","sprintf_s(cMessage, ""Please Stop %s Of The Client ID %s Before Applying Arbitrage Surviellance Setting"", cArbName, cData);",""
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1152","AfxMessageBox(""Setting Does Not Exist, Please Search To View The Record"");","Setting Does Not Exist, Please Search To View The Record","False","OnCmdsearch();","pInMemArbitrageSurveillance->CloseCursor();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1198","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnCmddelete()"");","Exception In CArbitrageSurveillanceSetting::OnCmddelete()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1347","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnSelChangeVssetting()"");","Exception In CArbitrageSurveillanceSetting::OnSelChangeVssetting()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1366","AfxMessageBox(""Order Quantity can not be greater than Total Quantity"");","Order Quantity can not be greater than Total Quantity","False","{","m_txtOrderMax.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1375","AfxMessageBox(cData);","[Dynamic variable: cData]","False","sprintf_s(cData, ""Maximum %d rules allowed"", theApp.g_lMaxRuleLimit);","m_txtRuleMax.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1384","AfxMessageBox(cData);","[Dynamic variable: cData]","False","sprintf_s(cData, ""Maximum 99 Loop count limit allowed"");","m_edtLoopCntLimitExeed.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1393","AfxMessageBox(cData);","[Dynamic variable: cData]","False","sprintf_s(cData, ""Maximum %d Modification count limit allowed"", ORDER_MODIFY_COUNT_LIMIT);","m_edtLoopCntLimitExeed.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1403","AfxMessageBox(cData);","[Dynamic variable: cData]","False","sprintf_s(cData, ""Maximum %d rules allowed"", theApp.g_lMaxRuleLimit);","m_edtMaxQuoteRules.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1413","AfxMessageBox(cData);","[Dynamic variable: cData]","False","sprintf_s(cData, ""Maximum %d rules allowed"", theApp.g_lMaxRuleLimit);","m_edtMaxIOCRules.SetFocus();"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1424","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::ValidateValues()"");","Exception In CArbitrageSurveillanceSetting::ValidateValues()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1512","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::DisplayDataInGrid()"");","Exception In CArbitrageSurveillanceSetting::DisplayDataInGrid()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1710","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnCheckAllUser()"");","Exception In CArbitrageSurveillanceSetting::OnCheckAllUser()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1754","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnCheckAllArbType()"");","Exception In CArbitrageSurveillanceSetting::OnCheckAllArbType()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1835","if (MessageBox(""Do you want to Set New setting"", ""Arbitrage Survillance Setting"", MB_YESNO) == 6)","Do you want to Set New setting","False","","{"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1851","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnBtnSetDefaultSettings()"");","Exception In CArbitrageSurveillanceSetting::OnBtnSetDefaultSettings()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1865","if (MessageBox(""Do you want default Arbitrage Surveillance Setting"", ""Arbitrage Surveillance Setting"", MB_YESNO) == 6)","Do you want default Arbitrage Surveillance Setting","False","\ TODO: Add your control notification handler code here","{"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","1901","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::SetControlStatus()"");","Exception In CArbitrageSurveillanceSetting::SetControlStatus()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","2155","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::GetDefaultSettings()"");","Exception In CArbitrageSurveillanceSetting::GetDefaultSettings()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","2182","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::OnSelchangeCmbuserid()"");","Exception In CArbitrageSurveillanceSetting::OnSelchangeCmbuserid()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","2265","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::SetComboData()"");","Exception In CArbitrageSurveillanceSetting::SetComboData()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\ArbitrageSurveillanceSetting.cpp","2317","AfxMessageBox(""Exception In CArbitrageSurveillanceSetting::GetMappedAdminForUser()"");","Exception In CArbitrageSurveillanceSetting::GetMappedAdminForUser()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","68","MessageBox(""Exception in CArbitrageAlgorithms"",""ArbitrageAlgorithms.cpp"",MB_ICONERROR);","Exception in CArbitrageAlgorithms","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","92","MessageBox(""Exception in ~CArbitrageAlgorithms"",""ArbitrageAlgorithms.cpp"",MB_ICONERROR);","Exception in ~CArbitrageAlgorithms","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","250","AfxMessageBox(""Exception In CBasketOrderSlotInfo::LoadRuleName()"");","Exception In CBasketOrderSlotInfo::LoadRuleName()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","397","AfxMessageBox(""Exception In CBasketOrderSlotInfo::ShowBasketOrderSlots()"");","Exception In CBasketOrderSlotInfo::ShowBasketOrderSlots()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","562","AfxMessageBox(""Exception In CBasketOrderSlotInfo::ShowScripOrderSlots()"");","Exception In CBasketOrderSlotInfo::ShowScripOrderSlots()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","589","AfxMessageBox(cMsg);","[Dynamic variable: cMsg]","False","objBasketLimits.objBasketRule.iOrderSlots);","return;"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","644","AfxMessageBox(sMsg);","[Dynamic variable: sMsg]","False","sMsg.Format(""Unable to Update Qty(%ld) for %s in slot number %d is more than freeze Qty Limit(%d)"", atol(sBuyQty), pBasketCombination->cSymbol, iIndex, pBasketCombination->lFreezeQty);","if (iIndex1 == 0)"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","661","AfxMessageBox(sMsg);","[Dynamic variable: sMsg]","False","sMsg.Format(""Unable to Update Please Match the total qty(%ld) and slot qty(%ld) for the scrip (%s)"",(pBasketCombination->lROrderQty-pBasketCombination->lRTradedQtySet),lQty,pBasketCombination->cSymbol);","delete cUpdateQty;"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","776","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnUpdate()"");","Exception In CBasketOrderSlotInfo::OnUpdate()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","849","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnKillfocusCmbExecutionType()"");","Exception In CBasketOrderSlotInfo::OnKillfocusCmbExecutionType()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","902","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnSelchangeCmbExecutionType()"");","Exception In CBasketOrderSlotInfo::OnSelchangeCmbExecutionType()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","929","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnEnterCellVfgScripOrderSlots()"");","Exception In CBasketOrderSlotInfo::OnEnterCellVfgScripOrderSlots()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","985","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnEnterCellVfgScripOrderSlots()"");","Exception In CBasketOrderSlotInfo::OnEnterCellVfgScripOrderSlots()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1056","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnLeaveCellVfgScripOrderSlotss()"");","Exception In CBasketOrderSlotInfo::OnLeaveCellVfgScripOrderSlotss()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1137","AfxMessageBox(""Exception In CBasketOrderSlotInfo::PreTranslateMessage()"");","Exception In CBasketOrderSlotInfo::PreTranslateMessage()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1162","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnSize()"");","Exception In CBasketOrderSlotInfo::OnSize()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1248","AfxMessageBox(""Exception In CBasketOrderSlotInfo::ShowSlotValue()"");","Exception In CBasketOrderSlotInfo::ShowSlotValue()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1326","AfxMessageBox(""Exception In CBasketOrderSlotInfo::UpdateOnGrid()"");","Exception In CBasketOrderSlotInfo::UpdateOnGrid()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1353","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnCheckOnlineUpdate()"");","Exception In CBasketOrderSlotInfo::OnCheckOnlineUpdate()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\BasketOrderSlotInfo.cpp","1409","AfxMessageBox(""Exception In CBasketOrderSlotInfo::OnMouseLButton_Down()"");","Exception In CBasketOrderSlotInfo::OnMouseLButton_Down()","True","#ifdef _DEBUG","#endif"
