"File","Line","Content","MsgText","IsDebug","PrevCtx","NextCtx"
"Client\BroadcastRecvGeneral\TCPInteraction.cpp","35","AfxMessageBox(IDP_SOCKETS_INIT_FAILED);","[Resource ID: IDP_SOCKETS_INIT_FAILED]","False","{","}"
"Client\BroadcastRecvGeneral\TCPInteraction.cpp","43","AfxMessageBox(cMsg);","[Dynamic variable: cMsg]","False","sprintf(cMsg,""Exiting Client Application (BroadcastRecv)- libraries for network API not initialized. Socket Error code :- %ld"",WSAGetLastError());","}"
"Client\BroadcastRecvGeneral\TCPInteraction.cpp","168","AfxMessageBox(""SendDataToNext"");","SendDataToNext","False","{","}"
"Client\BroadcastRecvGeneral\TCPInteraction.cpp","267","AfxMessageBox(cError);","[Dynamic variable: cError]","True","#ifdef _DEBUG","#endif"
"MCXSXProxyServer\XceedZip.cpp","38","MessageBox(NULL,""Unable to load XceedZip.dll Please check dll and restart application"",""MCXSXBroadcast"",MB_OK);","Unable to load XceedZip.dll Please check dll and restart application","True","//#ifdef _DEBUG","//#endif"
"MCXSXProxyServer\XceedZip.cpp","363","AfxMessageBox(""File Not Open For XceedZip Class"");","File Not Open For XceedZip Class","False","{","return false;"
"Client\XcelAutomation\XLEzAutomation.cpp","33","AfxMessageBox(""Exception in CXLEzAutomation() - XLEzAutomation.cpp"");","Exception in CXLEzAutomation() - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","58","AfxMessageBox(""Exception in CXLEzAutomation(BOOL bVisible) - XLEzAutomation.cpp"");","Exception in CXLEzAutomation(BOOL bVisible) - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","77","AfxMessageBox(""Exception in ~CXLEzAutomation - XLEzAutomation.cpp"");","Exception in ~CXLEzAutomation - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","93","AfxMessageBox(""Exception in ExportCString - XLEzAutomation.cpp"");","Exception in ExportCString - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","110","AfxMessageBox(""Exception in SetCellValue - XLEzAutomation.cpp"");","Exception in SetCellValue - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","126","AfxMessageBox(""Exception in ReleaseExcel - XLEzAutomation.cpp"");","Exception in ReleaseExcel - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","143","AfxMessageBox(""Exception in DeleteRow - XLEzAutomation.cpp"");","Exception in DeleteRow - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","160","AfxMessageBox(""Exception in SaveFileAs - XLEzAutomation.cpp"");","Exception in SaveFileAs - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","177","AfxMessageBox(""Exception in GetCellValue - XLEzAutomation.cpp"");","Exception in GetCellValue - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","194","AfxMessageBox(""Exception in OpenExcelFile - XLEzAutomation.cpp"");","Exception in OpenExcelFile - XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLEzAutomation.cpp","283","AfxMessageBox(""Exception in StorePointersVariables ->XLEzAutomation.cpp"");","Exception in StorePointersVariables ->XLEzAutomation.cpp","True","#ifdef _DEBUG","#endif"
"SecurityApplication2019\SendEmail\SendEmail.cpp","86","AfxMessageBox(IDP_SOCKETS_INIT_FAILED);","[Resource ID: IDP_SOCKETS_INIT_FAILED]","False","{","return FALSE;"
"SecurityApplication2019\SendEmail\SendEmail.cpp","130","AfxMessageBox(str, MB_SETFOREGROUND);","[Dynamic variable: str]","False","str.Format(""CreateDispatch() failed w/error 0x%08lx"", e.m_sc);","return 0;"
"SecurityApplication2019\SendEmail\SendEmail.cpp","190","AfxMessageBox(""Mail Sent."", MB_SETFOREGROUND);","Mail Sent.","False","if(!_bAutoLicenseCreation)","olNs.Logoff();"
"SecurityApplication2019\SendEmail\SendEmail.cpp","197","AfxMessageBox(""ERROR: SendToClient."", MB_SETFOREGROUND);","ERROR: SendToClient.","False","if(!_bAutoLicenseCreation)","return 0;"
"DdeXLCommunication\ProcessOrder.cpp","46","AfxMessageBox(""Unable to perform insert at Add response from ATSJobbing, CMainFrame::OnATSJobbingRuleResponse()"");","Unable to perform insert at Add response from ATSJobbing, CMainFrame::OnATSJobbingRuleResponse()","False","{","}"
"DdeXLCommunication\ProcessOrder.cpp","105","AfxMessageBox(""Unable to perform insert at modify response from Jobbing"");","Unable to perform insert at modify response from Jobbing","False","{","}"
"DdeXLCommunication\ProcessOrder.cpp","228","AfxMessageBox(""Unable to save Trailing StopLoss Settings"");","Unable to save Trailing StopLoss Settings","False","{","pInMemJobbingSettings->CloseCursor();"
"Client\XcelAutomation\XLAutomationUIThread.cpp","79","AfxMessageBox(""Exception in OnStoreVariables ->XLAutomationUIThread.cpp"");","Exception in OnStoreVariables ->XLAutomationUIThread.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomationUIThread.cpp","96","BCGPMessageBox(_T(""Failed to get current directory.""));","Failed to get current directory.","False","{","return;"
"Client\XcelAutomation\XLAutomationUIThread.cpp","107","if (AfxMessageBox(""Do You Want to Create New Excel File? "", MB_YESNO) != 6)","Do You Want to Create New Excel File? ","False","{","{"
"Client\XcelAutomation\XLAutomationUIThread.cpp","118","AfxMessageBox(""MarketWatch File not Created !!!"");","MarketWatch File not Created !!!","False","{","return;"
"Client\XcelAutomation\XLAutomationUIThread.cpp","157","AfxMessageBox(""Exception in OnStartExcel ->XLAutomationUIThread.cpp"");","Exception in OnStartExcel ->XLAutomationUIThread.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomationUIThread.cpp","176","AfxMessageBox(""Exception in OnStopExcel ->XLAutomationUIThread.cpp"");","Exception in OnStopExcel ->XLAutomationUIThread.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomationUIThread.cpp","196","AfxMessageBox(""Exception in OnReleaseExcel ->XLAutomationUIThread.cpp"");","Exception in OnReleaseExcel ->XLAutomationUIThread.cpp","True","#ifdef _DEBUG","#endif"
"GreekExcel\udpsocket.h","97","MessageBox(NULL, ""Setsocketoption reuseadrr error"", ""Ok"", MB_OK);","Setsocketoption reuseadrr error","False","{","wsaError = WSAGetLastError();"
"GreekExcel\udpsocket.h","120","MessageBox(NULL, ""Socket bind error"", ""Ok"", MB_OK);","Socket bind error","False","{","wsaError = WSAGetLastError();"
"GreekExcel\udpsocket.h","140","MessageBox(NULL, ""Setsocketoption addmember error"", ""Ok"", MB_OK);","Setsocketoption addmember error","False","wsaError = WSAGetLastError();","LOG(""Setsocketoption addmember error %d."", wsaError);"
"MCXSXProxyServer\MCXSXProxySetting.cpp","235","AfxMessageBox(""Error Occur in opening Setting.txt"");","Error Occur in opening Setting.txt","False","{","}"
"Client\XcelAutomation\XLAutomation.cpp","45","AfxMessageBox(""Exception in XLAutomation ->XLAutomation.cpp"");","Exception in XLAutomation ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","65","AfxMessageBox(""Exception in CXLAutomation(BOOL bVisible) ->XLAutomation.cpp"");","Exception in CXLAutomation(BOOL bVisible) ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","82","AfxMessageBox(""Exception in ~XLAutomation ->XLAutomation.cpp"");","Exception in ~XLAutomation ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","96","MessageBox(NULL, _T(""Incorrect version of OLE libraries.""), ""Failed"", MB_OK | MB_ICONSTOP);","[Dynamic variable: NULL]","False","{","return FALSE;"
"Client\XcelAutomation\XLAutomation.cpp","105","MessageBox(NULL, _T(""Cannot initialize OLE.""), ""Failed"", MB_OK | MB_ICONSTOP);","[Dynamic variable: NULL]","False","{","return FALSE;"
"Client\XcelAutomation\XLAutomation.cpp","113","AfxMessageBox(""Exception in InitOLE ->XLAutomation.cpp"");","Exception in InitOLE ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","135","MessageBox(NULL, _T(""Cannot obtain CLSID from ProgID""), ""Failed"", MB_OK | MB_ICONSTOP);","[Dynamic variable: NULL]","False","{","return FALSE;"
"Client\XcelAutomation\XLAutomation.cpp","142","MessageBox(NULL, _T(""Cannot start an instance of Excel for Automation.""), ""Failed"", MB_OK | MB_ICONSTOP);","[Dynamic variable: NULL]","False","{","return FALSE;"
"Client\XcelAutomation\XLAutomation.cpp","150","AfxMessageBox(""Exception in StartExcel ->XLAutomation.cpp"");","Exception in StartExcel ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","302","AfxMessageBox(""Exception in ExlInvoke ->XLAutomation.cpp"");","Exception in ExlInvoke ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","332","AfxMessageBox(""Exception in ClearVariant ->XLAutomation.cpp"");","Exception in ClearVariant ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","362","AfxMessageBox(""Exception in ClearAllArgs ->XLAutomation.cpp"");","Exception in ClearAllArgs ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","465","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","497","AfxMessageBox(""Exception in SetExcelVisible ->XLAutomation.cpp"");","Exception in SetExcelVisible ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","544","AfxMessageBox(""Exception in AddArgumentCommon ->XLAutomation.cpp"");","Exception in AddArgumentCommon ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","561","AfxMessageBox(""Exception in AddArgumentDispatch ->XLAutomation.cpp"");","Exception in AddArgumentDispatch ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","579","AfxMessageBox(""Exception in AddArgumentInt2 ->XLAutomation.cpp"");","Exception in AddArgumentInt2 ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","598","AfxMessageBox(""Exception in AddArgumentBool ->XLAutomation.cpp"");","Exception in AddArgumentBool ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","615","AfxMessageBox(""Exception in AddArgumentDouble ->XLAutomation.cpp"");","Exception in AddArgumentDouble ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","632","AfxMessageBox(""Exception in AddArgumentDouble ->XLAutomation.cpp"");","Exception in AddArgumentDouble ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","670","AfxMessageBox(""Exception in ReleaseExcel ->XLAutomation.cpp"");","Exception in ReleaseExcel ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","775","AfxMessageBox(""Exception in CreateWorkSheet ->XLAutomation.cpp"");","Exception in CreateWorkSheet ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","804","AfxMessageBox(""Exception in AddArgumentOLEString ->XLAutomation.cpp"");","Exception in AddArgumentOLEString ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","831","AfxMessageBox(""Exception in AddArgumentCString ->XLAutomation.cpp"");","Exception in AddArgumentCString ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","881","AfxMessageBox(""Exception in SetCellsValueToString ->XLAutomation.cpp"");","Exception in SetCellsValueToString ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","920","AfxMessageBox(""Exception in SetRangeValueDouble ->XLAutomation.cpp"");","Exception in SetRangeValueDouble ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","981","AfxMessageBox(""Exception in AddArgumentCStringArray ->XLAutomation.cpp"");","Exception in AddArgumentCStringArray ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1094","AfxMessageBox(""Exception in PasteStringToWorksheet ->XLAutomation.cpp"");","Exception in PasteStringToWorksheet ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1135","AfxMessageBox(""Exception in ReleaseDispatch ->XLAutomation.cpp"");","Exception in ReleaseDispatch ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1204","AfxMessageBox(""Exception in ShowException ->XLAutomation.cpp"");","Exception in ShowException ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1251","AfxMessageBox(""Exception in DeleteRow ->XLAutomation.cpp"");","Exception in DeleteRow ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1285","AfxMessageBox(""Exception in SaveAs ->XLAutomation.cpp"");","Exception in SaveAs ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1383","AfxMessageBox(""Exception in GetCellValueCString ->XLAutomation.cpp"");","Exception in GetCellValueCString ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1463","AfxMessageBox(""Exception in OpenExcelFile ->XLAutomation.cpp"");","Exception in OpenExcelFile ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"Client\XcelAutomation\XLAutomation.cpp","1821","AfxMessageBox(""Exception in StorePointersVariables ->XLAutomation.cpp"");","Exception in StorePointersVariables ->XLAutomation.cpp","True","#ifdef _DEBUG","#endif"
"MCXSXProxyServer\MCXSXProxyServerDlg.cpp","254","AfxMessageBox(""Connection will automatically Establised on receive data"");","Connection will automatically Establised on receive data","False","if(!InitConnection()){","}"
"MCXSXProxyServer\MCXSXProxyServerDlg.cpp","259","AfxMessageBox(""Connection Already Establised"");","Connection Already Establised","False","{","}"
"MCXSXProxyServer\MCXSXProxyServerDlg.cpp","425","AfxMessageBox(""Error Occur in opening Setting.txt"");","Error Occur in opening Setting.txt","False","{","return false;"
"Client\XcelAutomation\XcelAutomationDlg.cpp","142","BCGPMessageBox(""Please open Excel, before connecting server!"");","Please open Excel, before connecting server!","False","{","return;"
"Client\XcelAutomation\XcelAutomationDlg.cpp","236","AfxMessageBox(""Exception in ReleaseExcel ->Market Watch"");","Exception in ReleaseExcel ->Market Watch","True","#ifdef _DEBUG","#endif"
"GreekExcel64\udpsocket.h","97","MessageBox(NULL, ""Setsocketoption reuseadrr error"", ""Ok"", MB_OK);","Setsocketoption reuseadrr error","False","{","wsaError = WSAGetLastError();"
"GreekExcel64\udpsocket.h","120","MessageBox(NULL, ""Socket bind error"", ""Ok"", MB_OK);","Socket bind error","False","{","wsaError = WSAGetLastError();"
"GreekExcel64\udpsocket.h","140","MessageBox(NULL, ""Setsocketoption addmember error"", ""Ok"", MB_OK);","Setsocketoption addmember error","False","wsaError = WSAGetLastError();","LOG(""Setsocketoption addmember error %d."", wsaError);"
"DdeXLCommunication\DdeXLCommunication.cpp","399","MessageBox(NULL, ""XTYP_ASVSTOP failed"", ""Error"", MB_SETFOREGROUND);","XTYP_ASVSTOP failed","False","\*case XTYP_ADVSTOP:","return (HDDEDATA)TRUE;"
"DdeXLCommunication\DdeXLCommunication.cpp","403","MessageBox(NULL, ""XTYP_WILDCONNECT failed"", ""Error"", MB_SETFOREGROUND);","XTYP_WILDCONNECT failed","False","case XTYP_WILDCONNECT:","return (HDDEDATA)TRUE;"
"DdeXLCommunication\DdeXLCommunication.cpp","407","MessageBox(NULL, ""XTYP_XACT_COMPLETE failed"", ""Error"", MB_SETFOREGROUND);","XTYP_XACT_COMPLETE failed","False","case XTYP_XACT_COMPLETE:","return (HDDEDATA)TRUE;"
"DdeXLCommunication\DdeXLCommunication.cpp","411","MessageBox(NULL, ""XTYP_DISCONNECT failed"", ""Error"", MB_SETFOREGROUND);","XTYP_DISCONNECT failed","False","case XTYP_DISCONNECT:","return (HDDEDATA)TRUE;"
"DdeXLCommunication\DdeXLCommunication.cpp","414","MessageBox(NULL, ""XTYP_ERROR failed"", ""Error"", MB_SETFOREGROUND);","XTYP_ERROR failed","False","case XTYP_ERROR:","return (HDDEDATA)TRUE;*/"
"DdeXLCommunication\DdeXLCommunication.cpp","445","MessageBox(NULL, ""DdeInitialize() failed"", ""Error"", MB_SETFOREGROUND);","DdeInitialize() failed","False","","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","456","::MessageBox(NULL, ""DdeCreateStringHandle() failed"", ""Error"", MB_SETFOREGROUND);","DdeCreateStringHandle() failed","False","","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","464","::MessageBox(NULL, ""DdeNameService() failed!"", ""Error"", MB_SETFOREGROUND);","DdeNameService() failed!","False","","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","939","MessageBox(NULL, ""DdeConnect() failed"", ""DDE Connection Failed."", MB_SETFOREGROUND);","DdeConnect() failed","False","{","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","1192","MessageBox(NULL, ""Order Quantity is More than Freeze Quantity"", ""Graph Strategy Arbitrage"", MB_ICONERROR);","Order Quantity is More than Freeze Quantity","False","{","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1206","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""Invalied lOurToken %d, Token Description Not Found"", objGreekATSAlgoData.objGreekATSArbitrageStruct.lOurToken);","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1213","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""Invalied lOurToken %d, Token Description Not Found"", objGreekATSAlgoData.objGreekATSArbitrageStruct.lOurToken);","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1223","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""%s  is banned From Exchange"", objScriptDesc.cSymbol);","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1234","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","False","sprintf(cMessage, ""%s  is banned under RBI violation"", objScriptDesc.cSymbol);","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1269","AfxMessageBox(cMessage);","[Dynamic variable: cMessage]","False","","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1376","AfxMessageBox(""Error On Loading ClientInteractive.dll"");","Error On Loading ClientInteractive.dll","False","{","}"
"DdeXLCommunication\DdeXLCommunication.cpp","1382","AfxMessageBox(""Exception In CDdeXLCommunicationApp::LoadDll()"");","Exception In CDdeXLCommunicationApp::LoadDll()","False","{","}"
"DdeXLCommunication\DdeXLCommunication.cpp","1405","::MessageBox(NULL, ""Pending Order of respective Symbol present"", ""Graph Strategy Arbitrage"", MB_OK);","Pending Order of respective Symbol present","False","{","}"
"DdeXLCommunication\DdeXLCommunication.cpp","1429","MessageBox(NULL, ""EQ Market Is Not Allowed For This User. Hence do not add rule"", ""Jobbing Strategy Add Rule"", MB_ICONSTOP);","EQ Market Is Not Allowed For This User. Hence do not add rule","False","{","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1437","MessageBox(NULL, ""FO Market Is Not Allowed For This User. Hence do not add rule"", ""Jobbing Strategy Add Rule"", MB_ICONSTOP);","FO Market Is Not Allowed For This User. Hence do not add rule","False","{","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","1446","MessageBox(NULL, ""Currency Market Is Not Allowed For This User. Hence do not add rule"", ""Jobbing Strategy Add Rule"", MB_ICONSTOP);","Currency Market Is Not Allowed For This User. Hence do not add rule","False","{","return false;"
"DdeXLCommunication\DdeXLCommunication.cpp","2450","MessageBox(NULL, ""Trigger Price should be Less Than Price:"", ""Excel Order Entry"", MB_SETFOREGROUND);","Trigger Price should be Less Than Price:","False","{","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","2462","MessageBox(NULL, ""Trigger Price should be Greater than Price:"", ""Excel Order Entry"", MB_SETFOREGROUND);","Trigger Price should be Greater than Price:","False","{","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","2837","MessageBox(NULL, ""Trigger Price should be Less Than Price:"", ""Excel Order Entry"", MB_SETFOREGROUND);","Trigger Price should be Less Than Price:","False","{","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","2849","MessageBox(NULL, ""Trigger Price should be Greater than Price:"", ""Excel Order Entry"", MB_SETFOREGROUND);","Trigger Price should be Greater than Price:","False","{","return;"
"DdeXLCommunication\DdeXLCommunication.cpp","2953","AfxMessageBox(""Error On Loading CommanInclude.dll"");","Error On Loading CommanInclude.dll","False","{","}"
"Client\XcelAutomation\XcelAutomation.cpp","56","AfxMessageBox(IDP_OLE_INIT_FAILED);","[Resource ID: IDP_OLE_INIT_FAILED]","False","{","return FALSE;"
"GreekExcel\RTDDataThread.cpp","208","MessageBox(NULL, ""Error connecting to License Server. Kindly, verify the connectivity."", ""LICENSE Info"", MB_OK);","Error connecting to License Server. Kindly, verify the connectivity.","False","LOG (""Error connecting to License Server. Kindly, verify the connectivity."");","return false;"
"GreekExcel\RTDDataThread.cpp","267","MessageBox(NULL, cTemp, ""LICENSE ERROR"", MB_OK);","[Dynamic variable: NULL]","False","sprintf(cTemp,""iGreekCode = %d"",objGreek.iGreekCode );","GreekExcel\RTDDataThread.cpp:268:	MessageBox(NULL, cBuffer, ""Buffer Value"", MB_OK);*/"
"GreekExcel\RTDDataThread.cpp","268","MessageBox(NULL, cBuffer, ""Buffer Value"", MB_OK);*/","[Dynamic variable: NULL]","False","GreekExcel\RTDDataThread.cpp:267:	MessageBox(NULL, cTemp, ""LICENSE ERROR"", MB_OK);",""
"GreekExcel\RTDDataThread.cpp","297","MessageBox(NULL, ""License validation failed."", ""LICENSE ERROR"", MB_OK);","License validation failed.","False","LOG(""LICENSE ERROR: License validation failed."");","closesocket(g_iLicenseSocket);"
"GreekExcel\RTDDataThread.cpp","304","MessageBox(NULL, ""License User Limit as exceeded."", ""LICENSE ERROR"", MB_OK);","License User Limit as exceeded.","False","LOG(""LICENSE ERROR: License User Limit as exceeded."");","closesocket(g_iLicenseSocket);"
"MCXSXProxyServer\InteractiveClient.cpp","71","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False","sprintf(cErrorMsg,""Connection is not established with server ip %s and port %d\n Error code Receive = %d"",cServerIP,iServerport,iErrorCode);","return false;"
"MCXSXProxyServer\InteractiveClient.cpp","80","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False","sprintf(cErrorMsg,""Error in creating Socket for connecting server ip %s and port %d\n Error code Receive = %d"",cServerIP,iServerport,iErrorCode);","return false;"
"MCXSXProxyServer\InteractiveClient.cpp","221","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""unable to listen socket for Port = %d \nError Received = %d"",iClientAccessPort,iError);","}"
"MCXSXProxyServer\InteractiveClient.cpp","231","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""unable to create socket for Port = %d \n Error Received = %d"",iClientAccessPort,iError);","}*/"
"MCXSXProxyServer\InteractiveClient.cpp","241","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""unable to create socket for Port = %d \n Error Received = %d"",iClientAccessPort,iError);","}"
"MCXSXProxyServer\InteractiveClient.cpp","391","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""PacketSeparation111 m_iRemainDataLengthTmp= %ld , m_iRemainDataLength %ld, m_iRemainServerDataLength=%ld  %ld,%s"",m_iRemainDataLengthTmp,m_iRemainServerDataLength,iRecvDataLength,lPacketLength,cLength);","}"
"MCXSXProxyServer\InteractiveClient.cpp","397","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""PacketSeparation1_ISV m_iRemainDataLengthTmp %ld m_iMCXSXRemainDataLength %ld, iRecvDataLength=%ld  %ld,%s"",m_iRemainDataLengthTmp,m_iRemainServerDataLength,iRecvDataLength,lPacketLength,cLength);","}"
"MCXSXProxyServer\InteractiveClient.cpp","412","AfxMessageBox(cError);","[Dynamic variable: cError]","False","sprintf(cError,""PacketSeparation m_iRemainDataLength %ld, iRecvDataLength=%ld  %ld,%s"",m_iRemainServerDataLength,iRecvDataLength,lPacketLength,cLength);","}"
"MCXSXProxyServer\InteractiveClient.cpp","494","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False","cServerIp,iPort,iErrorCode);","bprocess = false;"
"MCXSXProxyServer\InteractiveClient.cpp","504","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False",",cServerIp,iPort,iErrorCode);","bprocess = false;"
"MCXSXProxyServer\InteractiveClient.cpp","555","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False","m_cServerIP,m_iServer,iErrorCode);","bprocess = false;"
"MCXSXProxyServer\InteractiveClient.cpp","565","AfxMessageBox(cErrorMsg);","[Dynamic variable: cErrorMsg]","False",",m_cServerIP,m_iServer,iErrorCode);","bprocess = false;"
"GreekExcel64\RTDDataThread.cpp","208","MessageBox(NULL, ""Error connecting to License Server. Kindly, verify the connectivity."", ""LICENSE Info"", MB_OK);","Error connecting to License Server. Kindly, verify the connectivity.","False","LOG (cMsg);","return false;"
"GreekExcel64\RTDDataThread.cpp","255","MessageBox(NULL, ""License validation failed."", ""LICENSE ERROR"", MB_OK);","License validation failed.","False","LOG(""LICENSE ERROR: License validation failed."");","closesocket(g_iLicenseSocket);"
"GreekExcel64\RTDDataThread.cpp","262","MessageBox(NULL, ""License User Limit as exceeded."", ""LICENSE ERROR"", MB_OK);","License User Limit as exceeded.","False","LOG(""LICENSE ERROR: License User Limit as exceeded."");","closesocket(g_iLicenseSocket);"
"GreekExcel64\RTDDataThread.cpp","294","MessageBox(NULL, ""Please Re-connect to License server."", ""License Error"", MB_OK);","Please Re-connect to License server.","False","g_iLicenseSocket = 0;","break;"
"FalconCommunicator\FalconMessage.cpp","42","MessageBox(NULL,""Exception In CMessage::getValue"",""GTT Communicator"",MB_OK);","Exception In CMessage::getValue","True","#ifdef _DEBUG","#endif"
"FalconCommunicator\FalconMessage.cpp","72","MessageBox(NULL,""Exception In CMessage::getValue"",""GTT Communicator"",MB_OK);","Exception In CMessage::getValue","True","#ifdef _DEBUG","#endif"
"FalconCommunicator\FalconMessage.cpp","92","MessageBox(NULL,""Exception In CMessage::isSetField"",""GTT Communicator"",MB_OK);","Exception In CMessage::isSetField","True","#ifdef _DEBUG","#endif"
"Client\BroadcastRecvGeneral\BroadcastRecvGeneral.cpp","250","AfxMessageBox(cError);","[Dynamic variable: cError]","True","#ifdef _DEBUG","#endif"
